id	p1	median_age	area	developed_land	residential_density	land_use_proximity	age_death	singlefamily_property_value	year_built	commercial_permits	commercial_year_built	gas_consumption	heated_sqft	commute_time	drive_alone	dropout_rate	change_residential_property_value	impervious_surface	unexcused_absences	transit_proximity	rental_units	foodstamps	foreclosures	employed_6_months	median_household_income	grocery_stores	medicaid	housing_units	part_time	new_building_permits	structures_in_floodplain	water_consumption	fire_calls	births_to_adolescents	growth_3_5	growth_6_8	growth_9_12	proficient_9_12	proficient_6_8	proficient_3_5	residential_reno_permits	north_carolina_health_choice	tree_canopy	bicycle_friendly	energy_consumption	adopt_a_stream	commercial_building_sqft	street_connectivity	juvenile_incidents	streets_adopted	nuisance_violations	animal_control	residents_on_committees	neighborhood_organizations	code_violations	near_public_outdoor_recreation	near_medicaid_or_free_clinic	property_crime	residential_recycling	sidewalks	violent_crime	registered_voters	voter_participation	white	black	asian	group_population	other_population	neighborhood_schools	owner_occupied	near_drugstore	public_transit	residential_vacant	no_highschool_diploma	rent	private_schools	grants	commercial_code_violations	commercial_property_value_change	preschool_programs	school_aged_programs	subsidized_housing	zoning_violations	waste_generation	residential_vacant_rate	residential_tree_canopy	hispanic
208	1885	38	512	97.2	1.4		83	903950	1967			92	3596	15.3	76.2	0	4.7	20.3	3.6	100	7.5	0.8	0.4	6.7	137330	0.1	1	719	65.3	6	13	12.4	0.018	0	83.9	72.3	73.3	95.5	98	95.7	30		52.1	1.6	2083	27.6	0	1.2	0	0	23	33	4	4	0	33.1	9.5	849	75.6	21	0	99.9	64.3	95.6	1.1	1.3	0.5	0.3	90.7	93.5	0	13	34	0	1926	51.3				0	0	0		52.4	7.6	55.3	2.1
209	2707	33	844	73.2	1.3		61	116107	1998		1949	47	1903	40.5	91.4	1	-1.8	7.5	13.9	67	17.6	17.4	1.8	3.9	53802	9.1	12.3	1048	46.2	1	2	5.6	0.008	4.8	48.2	60.2	56.7	56.4	63.2	58.3	7	5	51	1.4	1112	0	1152	1.2	0	0	65	96	0	1	2	98.4	0	1256	57.9	47.4	185	75.8	42.7	32.8	51.9	4.6	0	7.5	70.8	80.7	11.7	40	191	14.6	1295	0				1	1	1.2		17.5	6.4	51.3	16.4
210	1441	38	173	83.7	7.3		75	303333	1942	49852	1995	32	1443	10.6	87	0	0.6	37.9	6.5	68.8		8.7	0.3	10.1	56576	68.8	7.7	1262	41.8		2		0.022	0	62.5	90.9	100	75	56.3	81.3	2		30.8	1.1	823	55.1	497158	1.1	0	0	2	31	1	1	0	39.5	100	1666	77.1	46.7	69	59.7	47.6	83.8	6.8	5.6	0	1.6	93.5	29.9	99.8	9	3	3.7	982	15.4				0	0	7.1		43.5	9.3	30	4
211	2380	33	557	91.9	1.5		61	115424	1995		1939	54	1873	44.9	82.1	0	-1.5	10.5	10.3		11.3	15.9	1.5	5	90641		13.2	853	53.5			5.9	0.013	4.5	60.3	53.6	66	50	63.3	57.1	5	5	56.5	1.4	1022	0	21134	1.1	364	0	99	97	0	0	2	100	0	2311	60.6	51.1	42	80.3	46.4	25.2	63.7	3.1	0	4.5	62	85.9	0	0	83	5.3	1583	5.3				1	1	1.1		26.9	4.6	53.5	8.7
212	1278	29	534	89.3	0.9		66	109803	1968		1980	56	1877	19.9	79.2	6.2	0.8	36.7	15.2	100	11.5	32.4		26.2	30720	51.1	31	499	45.8			7.2	0.067	18.3	44.4	60.9	22.2	62.1	51	46.6	3	11.3	33	1.6	1214	25.5	2842465	1.2	1767	0	117	80	1	1	4	99.8	39.9	10485	51.9	51.4	1095	59.3	46.6	31.2	38.1	4.4	0.9	21	76.4	47.7	53.1	747	2	48.5	691	8.5				2	2	0.8		28.8	10.4	49.7	43.4
213	1680	37	323	99.3	1.9		83	270409	1965	1499	1983	58	1993	22.6	81.3	0	3.2	33.4	4.3	100	15.2	0.7	0.2	14.2	76563	42	1.3	626	35.7	1		6.4	0.028	6.1	79	71	50	83.3	97	97	13		34.9	1.6	1545	0	2634133	1.2	237	0	23	54	4	4	1	39.6	58	2381	69.8	32.2	60	73.8	55.7	94.3	1.7	2.2	21	0.3	82.6	57.7	31.5	13	4	0	1938	32.5				0	0	0		50.7	6.1	49.7	2.6
215	819	57	306	85.7	1.1		64	615944	1980		1975	81	3768	39.9	75.5	0	4.6	17.5	2.2	77.8	5.5		0.6	12.6	146765			325	51.7	1	1	12.4	0.018	0	72.7	76	33.3	100	100	100	11		63.7	1.4	1942	2	2487	1.1	0	0.87	12	38	1	2	0	94.8	0	1709	78.6	41.8	122	96.1	64.8	94.3	0.5	2.1	0	1.2	85.6	96.4	0	0	13	0		21.8				0	0	0		47.2	5.3	65.9	3.2
216	779	33	208	92.8	1.8		81	564603	1976		1951	71	3200	5.4	87.6	0	5	18	9	100	14.7	3.6	1.3	0	103958	57.1	2.3	361	28.4			9.9	0.049	5.3	58.8	76.9	42.9	90	86.7	91.3	8		66	1.5	1594	0	7168	1	0	0	8	15	0	5	0	79.8	0	1027	72.2	27.8	0	81.5	56.4	87.8	6.2	3	0	1.2	77.2	57.6	56.8	3	13	0	955	17.3				1	0	0		46.4	8.1	70	2.2
217	1208	43	425	94.3	1.2		77	653587	1978			81	3485	21.3	75.3	0	4.8	16.5	4.5	89.8	6.8		0.2	21.8	128542		0.4	499	45.3		20	11	0.018	3.7	57.9	87	62.5	92.3	100	96	28		75.1	1.5	2077	0	0	1.1	0	0	15	34	1	1	0	26.7	0	579	75.9	23.1	0	99.9	58.8	93.9	1	3.3	0	0.2	91.8	95.1	0	2	30	0		48.3				0	0	0		49.6	5.7	77.4	1.7
218	2619	31	513	97.3	2.4		69	157462	1988		2000	55	2109	32.5	83.4	0.8	0.6	16.5	11	91.3	6.9	9.9	0.9	0	67485	32.7	9	1225	49.4		2	7.3	0.012	1.5	56.8	53.5	52.4	83.3	55.6	70.1	19	2.4	55.1	1.7	1076	15.4	46104	1.1	762	0	61	92	0	4	0	100	33	1909	66.9	44.7	0	80.7	47.9	62.8	26.5	6	0	1.7	85.8	58.9	29.7	9	6	5.5	815	19.2				1	2	13		41.2	3.2	57.2	5.7
219	1653	22	1127	76.2	0.7		51	105674	1985	6000	1993	46	1868	23.2	82.5	3	0.3	16.1	27.7	92.7	24.2	10.4	0.9	40.5	20975	8.4	7.9	749	79.9	28	3	6.3	0.097	0	30	40	62.5	31.3	33.3	57.9	1	6.5	55	1.3	1171	10.7	1827090	1.2	4673	0	32	60	0	2	1	75	3.5	15971	37.3	30.3	786	51.8	21.9	58.3	24.8	10.5	1	2.6	66.7	20.2	8.7	252	73	1.7	892	16				0	0	0.1		26	8	50.3	6
220	1692	45	438	96.9	1.5		72	108019	1974	150	1977	51	1431	52	86.5	1.1	0	14	8	52	20.2	19.6	1.1	16.5	55208	37.5	16.6	662	48.8		8	6.7	0.022	5.1	51.4	56.4	84	78.1	70	69.2	5	12.9	50.8	1.3	1346	0	118971	1.2		0	127	134	1	0	0	85.5	0		54	47.8		71	39.5	66.7	22.3	2.2	0.4	4.8	68.6	77.6	51.2	0	8	13.1	1121	25.4				2	2	0.8		32.9	5.4	57.7	12.6
221	2138	26	423	84.2	2.4		38	139864	1994		1980	50	2010	18.6	75.5	1	-0.7	15.1	9.3	42.2	14.1	14.5	1.8	12.4	46422	28.4	11.1	999	59.2		5	5.8	0.016	1.8	75.5	59.6	47.1	52.2	60	69.9	2	7	57.7	1.2	1425	28.1	178472	1.2	783	0	90	79	0	1	0	100	2.4	3929	53.9	28.6	234	59.7	38.5	32.1	55.4	3.6	0	4.2	56.5	33.3	64.3	0	16	2.7	784	12				3	4	0.3		24	4.2	57	11.4
222	1522	38	316	98.3	2.2		77	246722	1990			59	2480	41.3	78.5	7.7	2.1	16.7	7.1	89.2	3.9	2.4	0.5	2.5	84444		2.3	674	36.4		1	8.1	0.009	0	80	88.9	25	90.9	77.8	92	28		58.5	1.5	1301	13.8	0	1.1	0	0	21	36	1	2	1	87.1	0	591	74.8	26.8	0	90.6	56.1	89	2.6	5.4	0	0.9	76.5	96.1	0	5	9	1	792	13.5				0	0	0		48.7	3.7	58	4.3
223	1875	36	292	95.2	2.3		65	93596	1965		1967	64	1543	34.5	68	1.7	-0.6	18.2	12.2	99.7	22.8	29.5	1.3	0	43060		22.7	678	53.1		152	6.4	0.023	13.7	67.5	70.1	34.2	63.6	49.4	49.4	6	8.2	64.2	1.5	1302	0	33639	1.2	168	0	489	200	1	3	9	100	52.2	4160	52.9	32.5	587	73.8	46.4	21.2	62.5	4.5	0	8.7	35.3	66.5	47.1	43	20	19.8	915	1.5				6	6	2.5		43.1	10.3	71.3	14.5
224	2226	36	385	100	2.8		66	221402	1989		1990	54	2303	37.7	88.2	1	1.4	17.4	13.8	28	4	5.6	0.6	7.7	75907	9.9	5.6	1072	33.9		29	7.9	0.009	3.9	61.8	81.2	56.7	88.9	85.3	75.4	25	4.1	41.4	1.4	1718	81	67702	1.1	721	0	28	63	0	2	3	100	41.5	1932	68.6	44.9	45	62.8	53.2	76.1	13.7	3.3	0	3.7	93.2	45.6	14.7	0		1	744	5.4				1	2	0.1		25.8	5.8	38.6	10.4
225	940	40	1318	77.5	0.4		54	151344	1991		1997	55	1759	46.5	83.5	6.3	-0.5	2	3.3		15.3	12.1	0.8	0	72431		10.1	539	44.8				0.02	0	50	61.3	75	92.3	51.3	76.7		8.2	69.9	1.2	1148	0	13148	1.2	3004	0	2	48	0	0	0	75.4	0	2234		14	532	69.1	41.7	64.9	22.6	2.7	0	5.1	91	52	0	0	22	0		4.1				0	1	0.2			26.8	67	10.7
226	744	42	116	99.5	4.1		69	198392	1956		1983	48	1661	3.7	81.3	3.5	4.6	21.6	18.2	100	16	15.9		15.5	46944	24.7	10.9	477	44.8		1	5	0.019	0	80	78.6	40	64.7	85.7	55	9	23.3	55.4	1.5	762	0	2154	1.1	0	0	50	41	0	1	3	56.4	0	2823	63.9	21.9	403	70.3	41.5	70.8	17.7	1.7	0	6.3	70.9	47.7	10.3	43	2	0	781	0				0	0	0		43.1	14.6	61.8	12.1
227	2414	31	599	85.7	1.4		66	123457	1995		1978	49	1702	50.7	90.1	2.7	-1.1	9.8	7.5		15.2	17	3.5	5.2	51375		12.4	838	52.9	1	4		0.016	9.2	60.7	64.2	60.6	70.8	61.9	71.5	3	5.4	57.6	1.2	1124	7	11370	1.1	114	0	140	145	0	2	0	0	0	1450	42.7	33.5	41	71	49.5	35.3	52.6	1.4	0.5	7	72.1	82.4	0	0	36	10.3	1169	19.1				3	4	1.3		28.4	6.8	47.8	14.3
228	621	33	835	39.7	0.2		74	141612	2000		1968	43	2362	18.5	97.5	0	-2.5	2.5	1.5		15.1	13.4	1.1	4.4	67137		12.6	179	46.5				0.014	7.1	76.9	63.9	44.4	68.4	68.3	72.4	2	13.3	65.3	1.4	1314	0	29163	1.4	633	0	0	18	0	1	1	0.6	0	1610		61.9	161	62.9	43.6	35.4	53.9	3.1	0	4	87.8	81.1	0	0	3	2.8		32.3				0	0	0			9.6	42.6	13.4
229	2096	36	1354	66.9	0.4		68	122656	1988		1983	39	1832	59.3	76.4	9.2	0.9	5.4	8.6	12.3	18.8	25.1	0.5	10.1	30430	4.8	20.4	601	54.8	837		5.4	0.012	3.9	44.2	70.3	54.8	56.8	56.5	58.8	2	6	58	1.2	1262	4.9	33998	1.2	836	0	5	174	1	2	4	24.8	0	2863	0	14.5	334	57.2	41.7	49.5	27	1.4	0	19.3	76.1	72.2	10.6	0	305	20.6	949	0				4	5	0		46.5	6.4	58.7	26.3
230	1769	27	278	79.9	3.8		57	50634	1967		1994	51	1004	24.7	59.5	8.3	-1	13.7	12.6	100	54.5	21	1.3	6.8	40562		15.1	980	45.8			5.9	0.014	6	43.5	50	46.2	35.3	20.6	36.6		6.6	54.6	1.6	839	0	98317	1.3	0	0	126	129	0	0	7	100	0	3505	43.1	41.1	396	33	34.6	27.6	47	14	0	8.6	69.7	9.9	0	32	4	16	839	0				1	0	0.5		34.8	9.3	55.4	14.7
231	1662	32	1230	80.1	0.6		71	147888	1995	9584	2002	56	1993	34.2	71.4	0	-0.4	7.9	7.8	9.1	11.8	9.1	1.1	26.6	66667	34.4	7	722	51.8	15		5.5	0.016	0	47.9	50	48.4	65.2	63.9	74.3	1	3.8	48.7	1.3	947	0	158741	1.1	2174	3.42	42	75	1	4	2	75.3	8.6	2948	63.5	39.9	60	87	44.6	47.2	40.3	6	0	2.9	90.3	85.1	35.9	5	3	3.7		28.6				0	0	0.4		37.2	5.9	45.7	7.5
232	2515	35	471	72.3	2		60	124545	1999		1999	44	1711	53.3	77.4	3.3	-1.5	14.1	11.3	3.2	13.4	15.4	3	10.9	61114	38	12.8	931	49.5	9		5.3	0.015	4.8	67.7	51.7	69.2	72.2	60	65.6	9	6.6	31.6	1.5	1053	0	108671	1.1	143	0	166	140	0	1	0	0	21.3	1869	60	62	159	67.3	42.5	46.6	37.7	4.4	0	7.4	77.6	80.6	27.5	0	28	10	1274	4.7				1	1	0.6		22.3	4.9	21.1	16
233	2381	35	664	93.3	1.7		74	268474	1992		2005	59	2556	37.1	77.4	1.6	2	16.2	6.3	72.6	5.2	3.3	0.5	3.3	85298	40	3.3	1127	44.3		10	9.6	0.016	0	70.7	77.1	60.9	89.7	89.8	82.4	42	1	35.5	1.4	1055	62.9	980591	1.2	162	0	24	44	1	1	1	97.4	0	966	79.6	41	84	66.5	52.6	79.5	10.3	6	0	1.8	90.1	49.5	0	11	2	5	966	9.3				2	2	0		46.8	6.7	30.3	5.1
234	3678	32	1298	67.1	0.7		65	137486	1983	10353	1982	54	1823	44.2	77.8	3.4	1.3	11.8	10.1	64.6	17.3	20	2.1	7.2	37083		18.7	908	51.1	12	1	6.4	0.016	6	72.5	65.5	52.2	57.4	55.5	63.1	10	5.2	63.9	1.5	1439	0	767861	1.2	610	1.78	222	288	0	5	5	83.3	0	3290	54.1	15.1	517	61.3	43	39.3	29.3	3.8	0.3	22.4	68.9	72.4	0	119	131	20	633	4.3				3	3	1.8		23.1	7.2	63.1	35.3
235	1933	48	491	97.2	1.8		78	270588	1968		1982	61	2193	26.1	91.9	1.8	4.3	17.9	6.4	78	7.9	3.5	0.8	2.4	56958	1.7	2.7	904	45.1	2	46	6.6	0.011	0	71.9	67.6	66.7	100	95.2	86.4	31		67.6	1.4	1117	2	19358	1.1	1000	0	62	91	2	1	1	99.6	0.7	517	73.7	30.8	0	88	55.7	85.7	8.2	2.3	0.3	0.9	72.1	74.3	21.4	6	16	8.2	940	20.9				0	1	0.1		48.3	6.1	71.5	3.7
236	1338	41	733	91.6	0.6		85	959107	1995		1991	104	4354	21.7	90.3	0	2.7	15.3	4.3	55.9	6.6	0.7	0.3	8.9	139821	27.4	0.6	442	61.9		18	11.3	0.023	0	87.5	61.9	60	100	95.5	100	19		40.7	1.3	2468	0	816165	1.1	3544	0	2	23	1	1	1	90.3	0	747	74.7	39.7	75	92.1	60.2	94.2	2.1	2.5	4.5	0.2	83.1	68.1	23.3	16	28	1.5	2001	64.6				0	1	0		37.2	15.6	46.2	1.9
237	2294	30	960	83.2	1		64	106764	1983		1975	44	1396	33.3	85.5	4.3	0.2	8.5	12.4	63.9	25.4	28.4	2	10.8	32708		21.1	950	63	25	1	5.9	0.018	11.1	52.5	57.5	63	61.5	54.4	56.7	5	10.4	50.1	1.5	1111	0	57470	1.2	3516	0	137	199	0	0	7	81.6	0	4882	46.9	29.2	480	69.9	39.5	28.6	49	7.6	1	11.6	59.6	68.4	0	53	306	26.7	951	4.3				3	4	11.4		25	12.1	48.3	17.6
238	2220	31	561	90.9	1.6		66	101804	1979		1976	52	1441	32.3	78.6	2.2	0.6	16	14.6	75.3	21.9	26.1	1.6	1.3	38977	32.6	17.5	881	49.4			5.8	0.022	10.9	58.4	54.4	55.6	65.4	46.5	56.5	6	8.8	50.2	1.4	1025	0	717700	1.2	694	0	168	196	1	4	8	51.1	0	4099	42.7	34.9	270	87.8	40.9	20.5	65.4	4.1	0	6.8	64.3	75.9	46.2	0	21	18.1	981	0				2	2	2.7		35.7	6.8	56.3	13.1
240	1495	37	393	87	2.3		72	134737	1954	153175	1960	46	1237	30	82.3	4.6	5.3	24	13.4	99	30.5	18.7	0.4	10.1	27455	72.6	13.8	888	48.9	1	3	4.6	0.016	8.2	67.7	65.4	52.6	50	76.8	46.5	14	3.8	53.4	1.5	829	32.6	377339	1.3	687	0.49	153	133	0	2	7	93.3	8.8	4080	50.7	44.3	268	69.4	42.3	62.4	25	1.1	0.8	6.9	79.3	39.9	100	116	44	5.2	751	27.1				1	1	1.2		40	11	72.2	10.2
241	1859	46	573	96.3	1.3		74	495418	1987		1992	81	3440	18.3	88.1	0	2.6	17.8	4.7	54.5	4.6			7	126667		0.9	738	57.7		24	12.8	0.015	2.8	45.2	82.4	58.3	95	97.4	91.3	28		64.1	1.5	1826	33.3	59990	1.1	1429	0.27	5	45	1	2	1	100	0	1345	80.6	44.7	54	99.9	63.3	94.7	1.9	2.2	0	0.3	88.9	96.9	0	2	10	0		49				0	0	0		55.4	2.7	69.5	2.2
242	1521	32	280	78.1	1.8		63	130796	2002		1987	57	2003	42.9	84.6	2.5	-2.1	11.5	8.6		10.2	17.4	1.4	7.6	56023		12.1	491	55.8	1	18	7	0.01	2.2	57.1	54.9	50.9	66.2	61	58.7	2	10.6	40.6	1.2	1065	0	19468	1.3	493	0	104	47	0	0	0	100	0	2564	59.5	90.2	0	72	48.3	22.8	65	2.6	0	3.8	76.2	84.7	0	0	16	11.6		0				1	1	0.8		26.3	5.3	13.3	12.4
243	105	52	548	44.3	0.1		71	190799	1969		1985	57	1889	16.7	100	0	2.4	0.9	27.3	4.3	23.4		2.1	0	47891		8.6	47	36.8		2	5.7	0.01								1		83.8	1.3	1619	0	990	1.3	0	0	4	9	0	0	0	14.9	0	2857		0	0	62.7	48.1	79	6.7		0	14.3	100	82.1	0	0	24	18.9		0				0	0	0		27	4.9	66.8	27.6
244	1826	35	697	69	1		65	130894	1990			49	1675	46	84.7	2.9	0.1	7.3	11.4	8.7	14.9	15.6	1.9	5.3	66354	33.9	13.5	693	34		9	6.5	0.013	14.6	65	63.9	66	77.1	67.2	68.6	3	4.6	66.1	1.4	1177	0	0	1.1	192	0	155	105	0	1	2	97.3	0	1588	48.6	34.6	0	80.1	51.1	30.7	52.2	4.9	0	8.6	76.2	84.2	0	0	8	6.2		16.4				2	2	1.6		34	5.3	59.4	15.7
245	1287	32	176	96.4	3.7		57	136251	1972		1975	53	1667	22	85.9	12	1.4	21.6	17.6	100	21.3	35.1	1.5	0	30902		20.4	646	51.4			6.4	0.024	2.9	59.3	40.6	55.6	54.6	40	47.8	2	9.1	53.9	1.3	809	0	66328	1.2	0	0	99	56	0	1	1	100	0	3186	50.9	32.4	777	64.9	35.8	33.4	55.5	2.1	0	5.5	75.8	28	0	52	2	12.1	686	8.2				0	0	8.5		21	9.9	59.6	10.4
246	2084	37	291	96.3	4.2		67	88711	1972	320	1990	42	2038	21.9	82	7	-1.3	31.2	13.2	100	14.7	28	3.1	16.3	32354		18.2	1206	47.8			5.9	0.019	4.1	62.9	59.6	42.9	64.5	60.4	54.8	1	5	38.6	1.5	846	0	206944	1.2	418	0.75	45	91	1	2	2	100	0	6190	48.8	32	576	57.4	41.7	40.6	45.5	1.6	0	8.7	74.3	40.1	55.5	149	3	9.3	705	7				1	0	1.9		28.7	12.5	46.4	16.1
247	1002	22	131	76.8	3.5		40	137040	1966		1989	47	1649	42.7	39	2.9	0.1	34.4	12.8	100		35.2	10	0	23924	88.1	25.4	454	56.5				0.02	10.4	64.3	53.6	88.9	66.7	46.4	35.5		7.4	41.5	1.3	1011	0	474972	1.2	592	1.02	8	55	0	0	3	100	100	8283		61.2	1497	39.2	23.8	13.9	53.7	0.5	0	27	57.6	3.6	79.5	191	3	43	739	0				0	0	2.9		16.7	13.8	38.5	38.7
248	1601	33	165	95.7	5.2		37	60300			1979	12		39.2	58.1	9.3		27.8	18	100		24.9		11.8	28266		19.1	836	54.4		6		0.016	7.4	38.9	64.1	42.1	60	68.1	44.3		11	42.3	1.4	1203	0	202172	1.2	2258	0	24	87	0	0	6	100	0	5309		37	750	27.8	29.7	35.5	44.5	1.1	2	14	78.6	0.4	72	106		18.3	728	0				0	1	1.4		23	10.1	44.8	25.7
249	1262	23	128	100	4.1		50	82283	1969	3512	1980	58	1379	60.9	47.8	0	-0.3	28.9	14.1	100	41.5	44.1		3.6	28477		34.7	531	29.2			7	0.02	5.2	68.3	54.9	50	55	43.3	49.3	1	7.2	33.4	1.5	1412	0	50813	1.1	8882	0	79	63	0	0	4	100	100	5784	47.9	66.9	2060	21.9	38.3	21	29.7	1.1	0	43.4	69	6.8	100	27	1	59.4	599	0				2	1	1.1		30.7	23.2	39.6	69.7
250	1632	28	325	73.8	2.1		67	125021	1998		2005	44	2271	33.5	91.1	1.2	-1.4	12.3	11.1	25	13.3	8.2	2.1	0	59188	33.5	7	672	32.1		4	6.4	0.015	2.1	63.9	51.1	51.4	73.9	56.9	60.3	1	6.3	40.6	1.2	915	0	9430	1.1	0	0	24	79	1	1	1	15.5	38.4	1042	60.8	46.5	0	74.4	42.9	40.9	50.4	2.8	0	1.8	80.8	79.1	26.5	0	7	1.1	1305	0				0	0	0.6		33.1	6	40.1	5.9
251	1489	36	300	72.1	2		61	173167	2001		2001	60	2371	45.9	75.1	4.6	-0.9	11	10.5	36.2	9.2	7.9	1.7	5.2	87734	19.8	6.4	605	30.2	19	12	6.4	0.013	0	69.1	55.7	53.9	70	69.8	75	10	2.5	41.4	1.4	1071	0	736	1.1	212	0	88	45	1	0	1	92.4	15.5	1410	61.1	55.3	67	83.3	49.7	37.8	51.2	5.4	0	1.5	82.6	87.7	12.2	0	42	5	1169	15.2				1	1	0.3		31.4	4.9	27.9	4.6
252	935	39	247	87.5	1.4		63	170287	1990			64	2382	46.6	56.8	0	0.1	11.4	5		9.3	4.9	1.2	14.7	116250	7	4.2	343	47.9			7.6	0.011	8.7	43.8	19.1	62.5	90	66.7	69	3	3.5	62.8	1.4	1371	0	0	1	0	0	25	20	1	0	1	99.4	0	214	69.8	39.5	0	95.8	50.2	67.7	24.1	4.6	0	1.4	86.1	94.5	16.3	0	10	6.5		20.3				0	0	0		23.5	4.9	64.5	2.7
253	2061	32	648	100	1.3		72	264375	1994	270592	2002	58	2584	38.4	79.1	3.9	1.6	15.8	3.4	24	7.1	2.2	1.2	2.2	101719	19.4	2.7	863	36.7	1		9.6	0.014	0	80.9	73.1	69.7	93	97.1	90.9	32	0.8	26.1	1.5	1107	0	2155927	1.2	605	0	2	41	3	0	0	10.9	10.5	1262	75.8	53.4	146	79.3	47.9	83.1	6.1	7.1	0	1.3	84	56.4	32.9	22	2	1.3	1200	28.5				0	0	0		41.5	7	37.4	4.6
254	495	33	1418	56.2	0.2		83	126556	1962	107077	1999	38	1413	14.3	73.1	0	0.4	17.1	4.3	98.8	41.7	5.5	2	0	74643	93.6	7.3	330	34		4	4.3	0.16	0		60			60		2		60.6	1.5	877	18.8	5389400	1.3	1299	1.02	15	36	1	0	0	13.6	91.2	9293		24	404	40.3	39	46.3	37.4	7.1	0	1.4	79.2	8.1	90	320	2	11.6	1046	73				4	3	0		6.5	11.8	60.6	6.9
255	2702	41	474	94.2	2.6		75	274401	1996	6672	2000	67	3199	41.9	94.6	0	1.1	21.5	1.6	44.8	4.8	2.1	0.2	2.5	83516	65.7	1.9	1232	42.6			12.3	0.011	0	58.2	71.7	72.7	97.2	91.2	95.2	23	1.2	36.7	1.3	1219	0	92273	1	155	0	24	55	4	5	1	37.6	17.3	1147	67.8	40.2	74	81.8	53.5	80.3	8.7	8	0	0.6	96.2	73.2	67.9	0	4	1.8	974	30.2				0	0	0		39.7	3.4	37.3	3.1
256	2182	41	4973	44.9	0.2		67	428389	1992	3028	1980	69	3286	49.2	76.7	0	2.2	3.2	2.8		19.7	3.6	0.9	13.4	130625		1.8	1013	48.5	27	272	11	0.014	0	63.3	56.4	42.1	87	87.5	87	31	1.6	58.3	1.1	1677	0	37560	1.1	0	0	7	55	3	1	2	8.5	0	825		31.4	92	89.1	53.4	84	9.6	4.3	0	0.6	62.4	93	0	0	413	6.4		30.7				1	1	0			18.3	61.5	3.4
257	2843	31	1206	95.2	1		57	199235	2003	4584	2006	40	2303	35.9	85.2	4.2	1.4	7.3	4.8		10	4.4	0.5	2.2	75111	58	4.5	1263	46.1	70	1	5.3	0.018	0	76.1	68.3	63.6	92.2	83.3	88.6	2	2.3	48	1.5	1049	0	399697	1.3	800	0	7	63	1	0	0	99.5	0	2286	62.9	73.6	70	67.4	39.9	67.1	14.6	12.9	0	2.9	97.1	68.5	67.2	0	1	0.4	1143	8.5				1	3	0		29.7	6.3	31.8	10.2
258	2907	30	828	85.5	1.2		71	98876	1982		1971	51	1496	27.9	66.6	3.2	-1.1	10.5	11.9	100	25.1	27	3.5	21.7	38949	23.5	21.6	1010	60.1		2	6.3	0.021	11.8	57.1	61.2	58.5	64.4	56.1	51	12	11.3	65.2	1.3	1072	0	59229	1.1	0	0	489	197	0	1	15	68	0	3681	46.4	24.6	413	69.7	40.8	25.4	60.8	5.3	4	6.1	62	76	7.3	23	65	29.8	1086	4.9				3	3	4		29.2	8.1	67	13.1
259	2431	29	414	64.2	2.4		43	104640	1996		1972	50	1584	35.5	79.9	3.5	-2.4	13.1	11.5	85.7	19.4	19.9	3.2	1.5	45216	0.2	14.2	981	54			5.8	0.017	4	58.3	66.2	59.5	48.4	55.1	56.1	2	9.9	59.4	1.3	849	0	243635	1	812	0	187	136	2	1	2	63.4	0	2921	46.8	46	329	66.5	39.4	21.4	62.9	5.1	0	7	72.5	55.8	57	43	9	18.2	971	5.4				2	2	1		26.4	5.4	50.2	12.3
260	3514	35	1413	84.9	0.9		66	98987	1983	5494	1986	60	1634	26.2	68.4	2.2	-2	24.6	14.8	99.9	21.8	23.1	1.8	24.3	51189	8.3	15.7	1251	65.9	1	44	5.8	0.038	11.7	50.8	56.1	49.3	52.4	50	50	13	11	42.9	1.4	1022	0	4033936	1.2	752	0.63	281	185	3	5	9	76.8	17.6	3130	53.7	27.6	427	73.2	51.4	11.7	80	0.6	15.7	4.6	69.2	68.4	8.3	193	114	23	856	18.7				5	4	9		33.1	7.1	57.9	10
261	2224	37	543	99.9	1.6		79	145684	1980			43	1722	46.1	75.1	5.1	1.6	11.8	12.3	100	12	8.9	0.5	5.3	75975	4.3	7.6	860	44.3		31	7.3	0.004	7.8	67.3	52.1	58.8	80	71.4	74.7	24	3.8	50.4	1.7	1392	86.3	0	1.1	0	0	282	94	2	1	1	100	0	764	62	4	270	80.1	44.4	79.4	6.9	3.4	0	6.3	87.5	86.4	1	8	6	3.8		14.9				1	1	0		37.5	4.3	45.7	16
262	3019	41	1048	94.1	1.2		73	411690	1991		1990	83	3633	39.2	86.4	2	1.7	14.4	6.7	32.5	6.3	1.2	1.1	5.3	148750	17.9	1.9	1232	46.2		4	13.6	0.012	0	60	79.5	72	97.4	97.4	86.4	46		49	1.6	1783	5.7	46880	1.1	240	0	79	56	0	1	1	39.9	0	563	72.8	28.4	0	99.1	52.8	86.3	5.5	5.4	0	0.8	89	93.7	16.9	2	5	2.1	947	30.2				0	0	0		49.2	5.8	57.7	3.3
263	2349	46	644	96.6	1.5		76	293989	1986		1995	57	2614	47.5	78.7	2	2.9	16.3	6.7	79	12.4	1.5	0.2	2	109777	22.4	2	952	36.9	1	4	10	0.011	0	65	71.2	60	86.1	93.1	91.1	24	0.9	46.7	1.5	1419	10.2	26701	1	0	0	29	66	0	4	1	60.2	6.5	298	76.7	32.5	43	93.5	58.1	89.8	3.2	4.9	0	0.7	88.5	90.1	23.2	5	21	1.4		33.9				0	0	0		53.9	5.2	58.6	3.1
